,parkrun,location,county,first_run,Notes,lat,lon
626,milfordwaterfront,Milford Haven,Pembrokeshire,7 Sep 2019,"Two loop course. The course is run entirely on tarmac paths. Some sections of the course may accumulate mud, leaves and puddles after rain.",51.7117492,-5.0293161
627,nantypandy,Llangefni,Isle of Anglesey,25 Aug 2018,An out and back course in Nant y Pandy Nature Reserve between Llangefni and Llyn Cefni,53.2560986,-4.3114568
628,newboroughforest,Newborough,Isle of Anglesey,23 Jun 2018,A forest and beach run with views of Llanddwyn Island,53.1646747,-4.3612916
629,newport,Newport,Newport,23 Jun 2011,Two laps through the grounds of 17th Century Tredegar House,41.4899827,-71.3137707
630,newtown,Newtown,Powys,7 Oct 2017,At Dolerw Park Bridge,52.5135785,-3.314371
631,novaprestatyn,Prestatyn,Denbighshire,7 Dec 2019,A run along the promenade in Prestatyn and past the beginning of Offa's Dyke,53.3345598,-3.4029487
632,penallta,Ystrad Mynach,Caerphilly,27 Jun 2015,At the Penallta Country Park created on the former Penallta Colliery,51.6418098,-3.2373987
633,penrhyn,Bangor,Gwynedd,15 Nov 2015,"At Penrhyn Castle, an example of Romanesque Revival architecture.[133]",53.2277187,-4.1268822
634,pontybala,Bala,Gwynedd,13 Apr 2019,"Out a back x 2 flat course, from town car park to Llyn Tegid",52.9112205,-3.59947
635,pontypool,Pontypool,Torfaen,23 Nov 2013,A relatively flat course run at Pontypool Park,51.7016878,-3.0405374
636,pontypridd,Pontypridd,Rhondda Cynon Taf,12 Oct 2013,"In Ynysangharad Park containing Lido Ponty, Wales' only outdoor swimming pool",51.6001047,-3.3449362
637,porthcawl,Porthcawl,Bridgend,6 Apr 2013,On Porthcawl Seafront,51.4795563,-3.7040704
638,riverfront,Newport,Newport,21 Jan 2017,An out and back along the River Usk starting at Riverfront theatre,41.4899827,-71.3137707
639,rogiet,Rogiet,Monmouthshire,21 Oct 2017,At Rogiet Countryside Park,51.5855895,-2.7774372
640,ruthinmemorialplayingfields,Ruthin,Denbighshire,28 May 2022,This scenic parkrun is three loops with two 180 degree turns in each loop. It is completely flat following wide tarmac paths around the sports fields,53.1115513,-3.3052405
641,sandywater,Llanelli,Carmarthenshire,21 Aug 2021,Sandy Water parkrun is an out and back course along the Millennium Coastal path.,51.6797331,-4.1620223
642,severnbridge,Chepstow,Monmouthshire,11 Aug 2018,An out and back along the Severn Bridge,51.6409342,-2.6766946
643,swanseabay,Swansea,Swansea,24 Oct 2014,The course is out and back along Swansea seafront,51.6195955,-3.9459248
644,trelaipark,Cardiff,Cardiff,7 Mar 2020,"Three loops of Trelai Park, West Cardiff",51.4816546,-3.1791934
645,tremorfa,Cardiff,Cardiff,26 Oct 2019,"Three laps of Tremorfa Park, East Cardiff.",51.4816546,-3.1791934
646,wepre,Deeside,Flintshire,14 May 2016,"A trail run with 500ft of hills in Wepre Park, a country park, also containing Ewloe Castle",53.2294974,-3.0657997335654823
647,alderfordlake,Whitchurch,Shropshire,31 Aug 2019,The course is two laps of Alderford Lake,52.9704092,-2.6852137
648,arrowvalley,Redditch,Worcestershire,14 Jul 2012,"The course is at Arrow Valley Country Park used for sailing, fishing and bird watching",52.3057655,-1.9417444
649,babbsmill,Kingshurst,West Midlands,3 Aug 2019,The course is run alongside the river Cole and around the lake at Babb's Mill nature reserve,52.4893364,-1.7523100554215754
650,beacon,Lichfield,Staffordshire,18 Jan 2020,The course is two laps around the perimeter of Beacon Park,52.68064,-1.8243991722405983
651,bedworth,Bedworth,Warwickshire,17 Feb 2018,"The course is run at Miners Welfare Park, starting near Bedworth United F.C.",52.4792826,-1.4663202
652,bramshallroad,Uttoxeter,Staffordshire,28 May 2022,"Three laps on a combination of paved pathways, gravel hardcore and grass",52.8980321,-1.8649214
653,brueton,Solihull,West Midlands,24 Jul 2010,"Run at Malvern & Brueton Park, the Local nature reserve",52.4130189,-1.7768935
654,cannockchase,Cannock Chase,Staffordshire,19 Nov 2016,"Run in Cannock Chase, an Area of Outstanding Natural Beauty",52.7069197,-1.9784347546729857
655,cannonhill,Birmingham,West Midlands,28 Aug 2010,"Run in Cannon Hill Park, the city's most popular parkrun",52.4940203,-1.9116935
656,chasewater,Burntwood,Staffordshire,15 Jun 2019,A single lap course around the reservoir at Chasewater Country Park,52.6791667,-1.9154621
657,coventry,Coventry,West Midlands,6 Feb 2010,Located at War Memorial Park,52.4081812,-1.510477
658,dallasburstonpoloclub,Southam,Warwickshire,16 Oct 2021,"This flat, multi-terrain course is a 2.5 lap route around the Dallas Burston Polo Club",52.253094,-1.3884119
659,dudley,Dudley,West Midlands,7 Jan 2017,The run starts at The Dell athletic stadium taking in Stourbridge Canal,52.5110832,-2.0816813
660,eastpark,Wolverhampton,West Midlands,9 Nov 2019,Three laps of East Park in Monmore Green starting and finishing near the bandstand,52.5847651,-2.127567
661,edgbastonreservoir,Birmingham,West Midlands,14 Aug 2021,"Two clockwise laps of the reservoir, with the event start and finish near to the Birmingham Rowing Club",52.4940203,-1.9116935
662,evesham,Evesham,Worcestershire,21 Mar 2015,The course is run entirely along the banks of the River Avon starts and finishes at Hampton Ferry,52.0940158,-1.9483083
663,hanley,Stoke-on-Trent,Staffordshire,24 Sep 2011,Two laps starting and finishing near the bandstand,52.9706697,-2.1665030075917344
664,henleywood,Oswestry,Shropshire,20 Oct 2018,Two lap course that includes footpaths and grassy areas.,52.8603096,-3.0548201
665,hereford,Hereford,Herefordshire,11 Oct 2014,The course is two laps of Hereford Racecourse,52.0553813,-2.7151735
666,isabeltrail,Stafford,Staffordshire,8 Dec 2018,"Starts at the old Isabel trail, Doxey Road. Out and back flat course on tarmac.",52.8063157,-2.1163818
667,kingsburywater,Sutton Coldfield,West Midlands,20 Jul 2013,"Run in Kingsbury Water Park, with 15 lakes catering for cyclists, watersports and wildlife",52.5623089,-1.8239794
668,leamington,Leamington Spa,Warwickshire,23 Apr 2011,The course is run in Newbold Comyn skirting the former golf course,52.2913394,-1.536404
669,ludlow,Ludlow,Shropshire,13 Feb 2016,Located in scenic and undulating Mortimer Forest,52.3679896,-2.7193114
670,oaklands,Birmingham,West Midlands,9 Nov 2019,Three lap course at Oaklands Recreation Ground in Yardley,52.4940203,-1.9116935
671,perryhall,Birmingham,West Midlands,22 Nov 2014,"Run in Perry Hall Park, starting at the moat of the now demolished Perry Hall",52.4940203,-1.9116935
672,rossonwye,Ross-on-Wye,Herefordshire,3 Aug 2019,"The course is mainly grass, flat and consists of a small and large lap around the perimeter of the sports fields taking in a stretch adjacent to the River Wye. If course is flooded the alternative is 2 miles away",51.9140804,-2.5838357
673,rugby,Rugby,Warwickshire,10 Dec 2016,"The course is run at Whinfield Recreation Ground, also home to Rugby F.C.",52.3726682,-1.2620038
674,sandwellvalley,Sandwell,West Midlands,11 Nov 2017,Located in Sandwell Valley Country Park passing Sandwell Priory and Swan Pool,52.4722657,-2.0821587
675,severnvalleycountry,Alveley,Shropshire,20 Jul 2019,A mixed terrain course adjacent to the River Severn,52.4584553,-2.3499891
676,shrewsbury,Shrewsbury,Shropshire,28 Sep 2013,Located at The Quarry and run along a tree lined promenade beside the River Severn[136],52.707755,-2.7540658
677,stratforduponavon,Stratford-upon-Avon,Warwickshire,20 Feb 2016,Run along the River Avon opposite Royal Shakespeare Theatre and Holy Trinity Church,52.1927803,-1.70634
678,suttonpark,Sutton Coldfield,West Midlands,18 Aug 2018,"The course starts at Banners Gate and finishes at Longmoor Pool, run on a mixture of trail paths and tarmac",52.5623089,-1.8239794
679,telford,Telford,Shropshire,16 Feb 2013,"The course is run in Telford Town Park, voted Britain's Best Park in 2015[138]",52.677275300000005,-2.400469891711235
680,thewammy,Newcastle Under Lyme,Staffordshire,24 Mar 2018,"Run along Newcastle Greenway (NCN551) between Knutton and Silverdale, starting at The Wammy, a park",53.0117627,-2.2273919
681,trenthamgardens,Stoke-on-Trent,Staffordshire,5 Feb 2022,The course is a single lap around the lake and gardens of the Trentham Estate.,52.9706697,-2.1665030075917344
682,walsallarboretum,Walsall,West Midlands,10 Mar 2012,The course is at Walsall Arboretum taking in Hatherton Lake,52.5847949,-1.9822687
683,warwickracecourse,Warwick,Warwickshire,28 Sep 2019,Out and back course starting near Warwick Golf Centre,52.2814519,-1.5815742
684,wolverhampton,Wolverhampton,West Midlands,2 Feb 2013,"Run in West Park, opened in 1881 and listed in 1986",52.5847651,-2.127567
685,woodgatevalleycountrypark,Birmingham,West Midlands,7 Aug 2021,Flat out and back followed by an uphill section on permanent path and finishing with a lap on grass around a field,52.4940203,-1.9116935
686,worcester,Worcester,Worcestershire,18 Jun 2011,The run is in Worcester Woods Country Park,52.1911849,-2.2206585
687,worcesterpitchcroft,Worcester,Worcestershire,10 Jun 2017,The course is two laps of Worcester Racecourse,52.1911849,-2.2206585
688,wyreforest,Bewdley,Worcestershire,29 Aug 2015,A trail run through Wyre Forest,52.3754763,-2.3162408
689,ancholmevalleyway,Brigg,Lincolnshire (N),5 Feb 2022,Out and back alongside the River Ancholme,53.5525329,-0.4896411
690,armley,Armley,West Yorkshire,30 Jun 2018,The course is three lap course in Armley Park,53.7976907,-1.5883874
691,barnsley,Barnsley,South Yorkshire,22 Jan 2011,"The course is run in Locke Park, opened in 1861 in memory of railway pioneer Joseph Locke",53.55361955,-1.497111913911556
692,beverleywestwood,Beverley,East Yorkshire,13 Jul 2019,"The run is two laps of an open area of the Beverley Westwood pasture, on grass",53.8425488,-0.4315677
693,bowlingpark,Bradford,West Yorkshire,25 Jan 2020,"Located in Bowling Park, Bradford.",53.7944229,-1.7519186
694,bradford,Bradford,West Yorkshire,17 Apr 2010,"Run in Lister Park, also containing Cartwright Hall, a civic art gallery",53.7944229,-1.7519186
695,bramley,Leeds,West Yorkshire,13 Jun 2015,Located in Bramley Park,53.7974185,-1.5437941
696,brighouse,Brighouse,West Yorkshire,3 Sep 2016,The run is three laps in Wellholme Park,53.702746,-1.7803373
697,centrevale,Todmorden,West Yorkshire,9 Mar 2019,"Located in Centre Vale Park, Todmorden.",53.7137251,-2.097753
698,chevinforest,Otley,West Yorkshire,28 Aug 2021,Located in Chevin Forest Park. The course is two laps.,53.9055083,-1.6938874
699,cleethorpes,Cleethorpes,Lincolnshire (NE),24 May 2014,The course is two laps of the lake at Cleethorpes Country Park,53.5572068,-0.0289969
700,cliffecastle,Keighley,West Yorkshire,15 Sep 2018,"The course is three and a half laps of Cliffe Castle Park, to the north of Keighley Town Centre",53.8684021,-1.9020456
701,concord,Sheffield,South Yorkshire,19 Mar 2011,The course is located at Concord Park,53.48153335,-1.381042206614959
702,conynghamhall,Knaresborough,North Yorkshire,18 May 2019,The course is a mix of trail and tarmac; not on Knaresborough Bed Race day,54.0099825,-1.462186
703,crossflatts,Leeds,West Yorkshire,30 Apr 2013,The run is in Cross Flatts Park starting near the Watsonian pavilion,53.7974185,-1.5437941
704,cusworth,Doncaster,South Yorkshire,5 Oct 2019,It is a slightly extended out and back route which explores the undulating terrain of Cusworth Hall Park.,53.5227681,-1.1335312
705,dalbyforest,Pickering,North Yorkshire,19 Mar 2016,Run in Dalby Forest inside the North York Moors National Park,54.2452377,-0.7793593
706,dewsbury,Dewsbury,West Yorkshire,23 Jun 2012,The run is in Crow Nest Park entirely on tarmac paths,53.6909103,-1.6302142
707,endcliffe,Sheffield,South Yorkshire,10 Jul 2010,The course is two laps of Endcliffe Park,53.48153335,-1.381042206614959
708,flattslane,Normanby,North Yorkshire,16 Sep 2017,In Flatts Lane Country Park,54.2258603,-0.8751185
709,fountainsabbey,Ripon,North Yorkshire,1 Mar 2014,"The course is at Fountains Abbey, a World Heritage Site[140]",54.1362169,-1.5238006
710,frickley,South Elmsall,West Yorkshire,5 Jan 2019,"The course consists of mixed trail surfaces whilst the majority of the course (4K) is one lap, with an additional (1K) loop.",53.5974902,-1.2810057
711,goole,Goole,East Yorkshire,30 May 2015,At West Park West,53.7035625,-0.8715949
712,graves,Sheffield,South Yorkshire,14 Apr 2012,The course is in Graves Park and runs past a petting zoo,53.48153335,-1.381042206614959
713,halifax,Halifax,West Yorkshire,7 Mar 2015,The course is in Shroggs Park,53.7229229,-1.8604874
714,harrogate,Harrogate,West Yorkshire,21 Jan 2012,The course is on a park called The Stray,53.9349596,-1.4079065
715,heslington,York,North Yorkshire,13 Jan 2018,The run starts at York Sports Village and skirts the Eastern campus of York University,54.37734155,-0.887986789570117
716,hillsborough,Sheffield,South Yorkshire,2 Feb 2013,Run in Hillsborough Park containing Hillsborough Hall and Hillsborough Stadium,53.48153335,-1.381042206614959
717,hortonpark,Bradford,West Yorkshire,30 May 2015,The run is 3 and a half laps of the park on wide tarmac paths,53.7944229,-1.7519186
718,huddersfield,Huddersfield,West Yorkshire,2 Apr 2011,The course is two laps of Greenhead Park,53.6466645,-1.7822482
719,hull,Hull,East Yorkshire,3 Apr 2010,"Run in East Park, Hull's largest park, opened in 1887 for the Golden Jubilee of Queen Victoria",53.9015775,-0.3827242
720,humberbridge,Hull,East Yorkshire,7 Jun 2014,Located at Humber Bridge Country Park with views of Humber Bridge,53.9015775,-0.3827242
721,middletonwoods,Leeds,West Yorkshire,28 Apr 2018,Two laps of Middleton Park starting at the cafe,53.7974185,-1.5437941
722,millfield,Easingwold,North Yorkshire,22 Jun 2019,Three lap course in a park. Part tarmac path. Part trail,54.09285355,-1.1803665784505903
723,millhouses,Sheffield,South Yorkshire,19 Oct 2019,"The course is fast, flat, and all on tarmac paths. Just under three laps.",53.48153335,-1.381042206614959
724,myrtle,Bingley,West Yorkshire,3 Nov 2018,A four lap clockwise course around Myrtle Park using hard paths and short grass sections. Starting and finishing by the bandstand.,53.8479533,-1.8384526
725,newearswick,"York,",North Yorkshire,21 Apr 2018,At New Earswick Sports Club mostly on grass,54.37734155,-0.887986789570117
726,normanbyhall,Scunthorpe,Lincolnshire (N),4 Nov 2017,"Located at Normanby Hall Country Park, which also hosts Go Ape",53.5922488,-0.6450841
727,northallerton,Northallerton,North Yorkshire,1 Aug 2015,Run on playing fields at Northallerton Leisure Centre and Hambleton District Council's offices,54.340482,-1.4345459
728,northyorkshirewaterpark,Wykeham,North Yorkshire,26 Feb 2022,Two laps of the watersports lake along a compacted level gravel track,54.2348312,-0.5209982
729,nostell,Wakefield,West Yorkshire,26 Jul 2014,Run in the grounds of the National Trust's 18th-century Nostell Priory[141],53.6829541,-1.4967286
730,oakwellhall,Birstall,West Yorkshire,19 Jul 2014,Double loop of Oakwell Hall country park,53.7319746,-1.6602524
731,pensitone,Penistone,South Yorkshire,13 Apr 2019,"This out and back course is a combination of gravel paths, grass and trail.",53.5253151,-1.6223537
732,peterpan,Hull,East Yorkshire,13 Apr 2013,At Peter Pan Park near Costello Stadium,53.9015775,-0.3827242
733,pontefract,Pontefract,West Yorkshire,7 May 2011,"The course is run at Pontefract Racecourse, not on horse racing days",53.6917422,-1.3105722
734,potternewton,Leeds,West Yorkshire,17 Nov 2018,The course is three laps of Potternewton Park,53.7974185,-1.5437941
735,redcar,Redcar,North Yorkshire,28 Apr 2012,At Locke Park mainly on footpaths,54.6179021,-1.0687914
736,robertspark,Baildon,West Yorkshire,2 Oct 2021,The newly resurfaced Cinder Track is an out and back trail run,53.8530231,-1.7715325784169593
738,rotherham,Rotherham,South Yorkshire,20 Apr 2013,The course is in Clifton Park near the museum,53.4310417,-1.355187
739,rothwell,Rothwell,West Yorkshire,29 Jul 2017,The run is in Springhead Park on tarmac and grass,53.7493842,-1.478151
740,roundhay,Leeds,West Yorkshire,23 Apr 2011,"The run is in Roundhay Park, one of the biggest and most visited city parks in Europe.[142]",53.7974185,-1.5437941
742,scunthorpe,Scunthorpe,Lincolnshire (N),23 Feb 2013,"The course is in Central Park near to The Pods leisure centre. It is a 2-lap, virtually all-tarmac, course with lots of parking in the park, at The Pods and in the university campus.",53.5922488,-0.6450841
743,selby,Selby,North Yorkshire,16 Dec 2017,The course is an out-and-back route around one half of Burn Airfield,53.785097,-1.099040720243205
744,sewerby,Bridlington,East Yorkshire,5 Nov 2011,"The run takes place at Sewerby Hall, a Grade I listed Georgian House with a dramatic clifftop location[143]",54.0871383,-0.1964511
745,sheffieldcastle,Sheffield,South Yorkshire,3 Aug 2013,Run in Manor Fields Park (there is no castle),53.48153335,-1.381042206614959
746,skipton,Skipton,North Yorkshire,7 Sep 2013,Four laps around Aireville Park,53.9618497,-2.0160287
747,templenewsam,Leeds,West Yorkshire,2 Feb 2013,"Located at Temple Newsam, a Tudor-Jacobean mansion set within 1,500 acres of parkland[144]",53.7974185,-1.5437941
748,thecindertrack,Whitby,North Yorkshire,23 Oct 2021,The newly resurfaced Cinder Track is an out and back trail run,54.4874141,-0.6155111
749,wakefieldthornes,Wakefield,West Yorkshire,20 Sep 2014,"At Clarence, Holmfield and Thornes Parks starting at Wakefield College Campus",53.6829541,-1.4967286
750,wetherby,Wetherby,West Yorkshire,21 Mar 2015,Three laps at Wetherby Sports Association entirely on grass,53.9259798,-1.3776342114695606
751,woodhousemoor,Leeds,West Yorkshire,6 Oct 2007,"The course is at Woodhouse Moor starting by the statue of The Duke of Wellington. Formerly known as Leeds parkrun, and originally as Hyde Park Time Trial.",53.7974185,-1.5437941
752,york,York,North Yorkshire,14 Jan 2012,"One and a half laps of York Racecourse, not on horse racing days",54.37734155,-0.887986789570117
753,castlehoward,Castle Howard,North Yorkshire,14 Sep 2019,PERMANENTLY CLOSED,54.1215627,-0.9066478980349335
754,catterick,Catterick,North Yorkshire,17 Jun 2017,PERMANENTLY CLOSED,54.377023,-1.6319342
